date,dish_name,restaurant_name,price,description,image
16 Jan 2025 (Thursday),Nasi Goreng Biasa,Sky Malaysia,RM8.00,"I last had you... 10 Sep 2024.
                    
Nasi Goreng Biasa - 7.00
Tambah Nasi - 1.00
     
                  Had too little at lunch, compensating back at dinner.

                  ""Want to add egg?"" Ah yes business 100. It wouldn't work on me!","2025/January/2025, January, image 27.png"
20 Jan 2025 (Monday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"A sorry for not making my rice look nice? That's a first.. Soup is a little overspilt.. 1 singular leaf..
Wait my mates got carrots and their rice is nicer? REEEEE","2025/January/2025, January, image 28.png"
20 Jan 2025 (Monday),Mybox Cheesy Buldak Pasta,Pizza Hut,RM9.80,"Regular Cheesy Buldak Grilled Chicken Carbonara Spaghetti
Small Krispy Onion Rings (Small)
Can Sprite (Can)

                    Pasta kinda spicy for the spicy parts
                    Red peppers can be found, same with mushroom & onions
                    Chicken tastes like sausage?
                    Cheese tastes nice both on its own and as a dipping sauce.
                    6 rings","2025/January/2025, January, image 29.png"
21 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"Where oh where is my goated fish...
                    It was 8.8, then it turned 8 after I flashed my card to him.
                
5 pieces of buttermilk? chicken
1+ scoop of vege
1.5 rice

                3 pieces is enough to finish the rice, but 5 is still ok to finish.","2025/January/2025, January, image 30.png"
21 Jan 2025 (Tuesday),Nasi Goreng Kampung,Dapo Sahang,RM6.00,"You always tasted the same.
                    Takes around 11 minutes to serve.","2025/January/2025, January, image 31.png"
22 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"I got 2 slices of cucumber that makes up a heart. They gotten 3 and 4 respectively.
                    Life is not daijoubu.

                    AND THEY DONT EVEN EAT THEIR GREENS HOW IS THIS FAIR","2025/January/2025, January, image 32.png"
22 Jan 2025 (Wednesday),Nasi Goreng Tomyam,Sky Malaysia,RM8.00,"I forgot to recheck. RIP 4 Sep 2024 me.
                    A spoon sip to his tomyam soup... this is good. But I'm the type who would only drink the soup, not eat the insides.","2025/January/2025, January, image 33.png"
23 Jan 2025 (Thursday),Nasi Campur,Sky Malaysia,RM12.00,"Quite filling, but I'd get my moneys worth more at campus.
                
Rice - 3.00
Vege - 3.00
Chicken - 6.00

                ...taking loose chicken is cheaper than whole chicken? Guess I'll change my strategy.","2025/January/2025, January, image 34.png"
23 Jan 2025 (Thursday),Double Cheeseburger,McD Edusphere,RM10.50,"They be having prosperity, but I'll blow up my spendings if I do.
                    
XTRA Ketchup Sauce
XTRA Onion
XTRA Mustard
XTRA Pickle

                  It doesn't feel extra at all.
                  Oh yeah gotten another drink (free) since I felt it was not enough.","2025/January/2025, January, image 35.png"
03 Feb 2025 (Monday),Nasi Campur,Dapur Chilli,RM11.00,"Didn't get to peek into calculator.
                    Their penyet style chili is spicy, similar to Skys though I didn't take much of it.
                    The goated chicken returns, so I took it. Mistakenly thought the wing as a thigh/breast.
                    Sauce, from the chicken with onions, it's fine.","2025/February/2025, February, image 1.png"
03 Feb 2025 (Monday),Roti Kahwin,Sky Malaysia,RM4.00,"Can't tell if waiter predicted what we wanted, or I got timeskipped.
                    There is still green stuff.","2025/February/2025, February, image 2.png"
04 Feb 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.60,"9 pieces of pork, 1 scoop of vege, 1.5 rice.
                    Always the same chewy and a little hard, along with abundance of fats.","2025/February/2025, February, image 3.png"
04 Feb 2025 (Tuesday),Sizzling Yee Mee,No restaurant name,RM10.00,"Got rizzed in, let's see how good you are.

                    It tastes like how an average food court version would taste like, and I haven't ate it for a long time. 
                    It isn't bubbling though, but it is served on a metal plate, so I'll give you credit for 'you tried to sizzle'.
                    Chicken, mushroom, noodles are good, sauce is plentiful, egg tastes like a soft boil one if ""messed with"" enough to let it cook.
                    The vege is a little off, but that's an acceptable trade off.
                    Despite the existence of dried chili, it is not spicy. The areas near it is spicy though, and that's after I cleared the sauce.

                    Even asked me if the food was nice, all hail independent stalls.","2025/February/2025, February, image 4.png"
05 Feb 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"""Promotion, RM 9.00"". If you say so.
                    ""This meal follows the stock market, chicken rose? Rise. Oil fell? Fall."" - I forgot who","2025/February/2025, February, image 5.png"
05 Feb 2025 (Wednesday),Nasi Goreng Kampung,Sky Malaysia,RM8.00,"Been a while since I had you... 26 Jun 2024?
                    I mean it's nice, but for 1 less I can get biasa, which is different, but still fills me?
                    Guess that explains why it took so long for me to order it, I just ordered the same as my boi.","2025/February/2025, February, image 6.png"
06 Feb 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"1.5 Rice (he asked if I added, I said yes)
8 pieces of thai sauce fish, +2 bite sized ones
1 combined scoop vege
Pork curry with an attempt to get some buttermilk sauce (failed latter)

                I learnt that it costs 9 for 1 rice, 1 fried chicken thigh and long beans, with the card.","2025/February/2025, February, image 7.png"
06 Feb 2025 (Thursday),Filet-O-Fish & Chicken McNuggets Combo,McD Edusphere,RM13.00,"I can't be having the same double cheeseburger again, so I changed.
                    For some reason every single choice I made for the burger would cost me more, so I refrained.
                    
Filet-O-Fish
6x Chicken McNuggets
Creamy Lobster Sauce
2x Chili Sauce packets
                    
                  Additional no ice coke from survey. El-Cheapo.","2025/February/2025, February, image 8.png"
07 Feb 2025 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM12.29,"They raised prices on 16th Jan, along with introducing a new QR for menu.
                    Taste is still the same, but serving me took... 24 minutes.

                    Never going out at 1pm+, always eating before 1pm. Applies to all Fridays I'm at here.","2025/February/2025, February, image 9.png"
07 Feb 2025 (Friday),Instant Noodles,No restaurant name,Free,"Overheard my 2 bois wanna cook noodles for dinner, decided to do so.
                    Sees the other 2 wants to as well (bought out fridge stuff), better I do it first.

                    Plain noodles as I'm not sure what is ok to be taken in the fridge.","2025/February/2025, February, image 10.png"
13 Feb 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,8 pieces.,"2025/February/2025, February, image 11.png"
13 Feb 2025 (Thursday),Portugese Chicken with Steamed Rice,10 Gram,RM15.80,"As the name implies, it tastes like Portugese food in Melaka.
                    I cleared the plate, it's good, but the price is a little M40.
                    The crackers aren't too fresh, but still edible. I'd like prawn crackers more.

Portugese Chicken with Steamed Rice - 14.90
Tax (6%) - 0.90","2025/February/2025, February, image 12.png"
24 Feb 2025 (Monday),Nasi Goreng Ayam Kunyit,Aurora Express,RM12.40,"""What are you eating?"" me: good question, can I see what you're ordering? 
                    The food is good, would reorder.
                    
Fried Rice: Carrot slices, Small vegetable, Egg bits
Tumeric Chicken: Caramelised onions, Grilled cauliflowers","2025/February/2025, February, image 13.png"
25 Feb 2025 (Tuesday),Spicy McChicken Deluxe,McD Prima Avenue,Free,"Hell of an exam that was.
                
Spicy McChicken Deluxe - 2000 points
Coke (Small) - Free

                Prima Avenue has almost 0 parking, not to mention with competiting stalls all wanting the shared parking space.
                Edusphere is better.","2025/February/2025, February, image 14.png"
07 Apr 2025 (Monday),Nasi Lemak Ayam Berempah,Azeey Kopitiam,RM8.00,"Back to campus, had this since Royal Tandoori is out of white rice.
                
Green rice, assumingly pandan, but where taste
Ayam berempah, I can't really taste the rempah.
2 slices of cucumber
Whole boiled egg
Anchovies + Peanuts + Sambal

                It's mid, there's better food at this price bracket.
                Add 50sen more for HTC or something. Dapo would top it with its cheap but at times inconsistent rice & unedible cabbage.",No image
07 Apr 2025 (Monday),Roti Kahwin,Sky Malaysia,RM4.00,"Had no idea what to order, so I followed the bois.
                    I hate green stuff in my dhal & curry.
""Why are you so frugal?"" I have no idea what to order.",No image
08 Apr 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.90,"Somehow there's no class later, so we came here instead.
                
9 pieces of fish
1 scoop of vege
1.5 scoops of rice
Vegan curry & Pork Curry

                  It was 8.8, upon seeing my card, it's 7.9.
                  Yes, we just came back from break. (Boss lady asked)",No image
08 Apr 2025 (Tuesday),叫菜吃饭,Hinz Kitchen,RM12.75,"Ordered this method so we can share our dishes, to taste different foods.
                    Is it worth it? ""With single, I can't get to taste the vege.""

                    Food is good yes, gotten to taste the Golden Paste.
                    Vege is quite decent, the sauce is nice as well.
                    
Golden Paste Chicken - 9.50
Creamy Butter Pork - 9.70
Seasonal Vegetable - 10.00
Rice - 2.30

                  Then add tax on top of it. 6%.",No image
09 Apr 2025 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"8 to 7.2. How do you charge?
                    
10 pieces of fish
1 scoop of vege
1.5 scoops of rice
Pork Curry

                  Without the thai sauce, the fish kinda sucks.",No image
09 Apr 2025 (Wednesday),Nasi Ayam?,RMY Solutions,RM8.00,"Wanting to support independent stalls, so I gave this a try.
                    Had a choice between Kerabu(?) rice & white rice, chose the latter to be safe.
                    
Chili - very spicy, not recomended for me to take.
Curry - pretty nice to eat with
Spice Fried Chicken - it's ok, better than regular fried chicken below.
Fried Chicken - better to choose the spice version, or is it because of different parts?
Steamed Rice - had better rice downstairs. Still edible, but quantity is a little low?
4 slices of cucumber
    
                  All in all, a decent spend. Wonder how much does the other choices cost.",No image
10 Apr 2025 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"Last seen 8 Jan 2025. That's a long time.
                    Good things take time as they said, and it took a whole 26 minutes.",No image
10 Apr 2025 (Thursday),Nasi Goreng Biasa,Sky Malaysia,RM7.00,"Last seen 16 Jan 2025. I was thinking of getting the kerabu, but maybe later.
                    Tastes still the same.",No image
14 Apr 2025 (Monday),Nasi Campur,Royal Tandoori,RM9.50,"Eh? Is this vege more expensive? Or did I take more rice?
                    Must be inflation.
                    
2+ ish scoops of vegetable
At least 3 or 4 scoops of rice
1 Chicken",No image
14 Apr 2025 (Monday),Roti Kahwin,Sky Malaysia,RM4.00,"I didn't say anything, then this came. They said he ordered, so I'm ""huh?"".
                    Should I try the noodles or sizzling plates soon?",No image
15 Apr 2025 (Tuesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"Last seen 5 Feb 2025.
                    My chicken has a different colour & pattern compared to the other 3.
                    Still a good meal nonetheless.",No image
15 Apr 2025 (Tuesday),Nasi Kerabu + Ayam Goreng Berempah,RMY Solutions,RM9.00,"Was thinking of supporting them again, they may have messed up my order.
                    Asked for separation of sauce, not found.
                    
Nasi Kerabu - 5.00
Ayam Goreng Berempah - 4.00
   
                  Why is it 9 when it should've been 5 + 3? ""Oh, spiced fried chicken is 4, 3 is for regular fried chicken.""
                  
The vege - it's ok, nothing special.
Blue rice - there's any taste? Seems normal.
Spiced Fried Chicken - Same taste, quite good.
Curry - went into rice, otherwise good
Brown things - some sort of thing I had before... don't know the name but it's sweet and commonly found in kuihs.
Chili - spicy still.
                    
                  I can get better food for the price, but this is not too heaty I guess.",No image
